11900	Smoking	Elegancki garnitur - w sam raz na œlub.
50153	Ametystowy Klucz	Za pomoc¹ tego klucza mo¿na otworzyæ zamkniêt¹ Ametystow¹ Skrzynie. Ciekawe, co skrywa jej wnêtrze.	
50154	Topazowy Klucz	Za pomoc¹ tego klucza mo¿na otworzyæ zamkniêt¹ Topazow¹ Skrzynie. Ciekawe, co skrywa jej wnêtrze.	
50155	Cytrynowy Klucz	Za pomoc¹ tego klucza mo¿na otworzyæ zamkniêt¹ Cytrynow¹ Skrzynie. Ciekawe, co skrywa jej wnêtrze.	
50156	Diamentowy Klucz	Po mistrzowsku szlifowany klucz, który mieni siê wszystkimi kolorami têczy. Za pomoc¹ tego klucza mo¿na otworzyæ ka¿d¹ skrzyniê.	
50160	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50161	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50162	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50163	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50164	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50165	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50166	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50167	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50168	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50169	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50170	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50171	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50172	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50173	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50174	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50175	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50176	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50177	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50178	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50179	Jajko wielkanocne	Kolorowe jajko wielkanocne	
50180	Pusty koszyk	Pusty koszyk, do którego mo¿esz wk³adaæ jajka wielkanocne	
50181	Koszyk z jajkami	Koszyk nape³niony jajkami wielkanocnymi.	
50182	Skrzynia B³ogos³awieñstw	B³ogos³awiona skrzynia z tajemnicz¹ zawartoœci¹.	
50183	S³odycze	S³odycze te posiadaj¹ wyj¹tkowe dzia³anie: szybkoœæ ruchu +10, obra¿enia +5%, doœwiadczenie +10%. Efekt trwa 30 minut.	
50186	Skrzynia Azraela	Potê¿ne demoniczne moce zamknê³y tê skrzyniê. Niew¹tpliwie zawiera ona bardzo cenne przedmioty.	
50187	Skrzynia Ucznia I	Twój prezent powitalny zawiera podstawowe wyposa¿enie na rozpoczêcia przygód.	
50188	Skrzynia Ucznia II	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 10.	
50189	Skrzynia Ucznia III	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 20.	
50190	Skrzynia Eksperta I	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 30.	
50191	Skrzynia Eksperta II	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 40.	
50192	Skrzynia Eksperta III	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 50.	
50193	Skrzynia Mistrza I	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 60.	
50194	Skrzynia Mistrza II	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 70.	
50195	Skrzynia Mistrza III	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 80.	
50196	Skrzynia Arcymistrza	Skrzyniê mo¿esz otworzyæ dopiero po osi¹gniêciu poziomu 90.	
50200	Tobó³	Pozwala otworzyæ Ci w³asny sklep.	Nie znika po u¿yciu.
50211	Skrzynia Ucznia I	Twój prezent powitalny zawiera podstawowe wyposa¿enie na rozpoczêcia przygód.	
50212	Skrzynia Ucznia I	Twój prezent powitalny zawiera podstawowe wyposa¿enie na rozpoczêcia przygód.	
50213	Skrzynia Ucznia I	Twój prezent powitalny zawiera podstawowe wyposa¿enie na rozpoczêcia przygód.	
50215	Upiorna Skrzynia	Jest to skrzynia z grawerunkiem upiornego oblicza dyni. Otwórz j¹, aby poznaæ jej cenn¹ zawartoœæ.	
50216	Grzaniec	Gor¹ce wino z przyprawami, które przez 30 minut obdarzy ciê nastêpuj¹cymi bonusami: +10% szybkoœci, +5% obra¿eñ i +10% doœwiadczenia.	
50217	Szkat. Baronówny Paj¹ków	Szkatu³ka Baronówny Paj¹ków. Coœ cennego znajduje siê w œrodku.	
50249	Skrzynia Triumfu	Skrzynia zawiera losowy przedmiot jako nagrodê dla olimpijczyków.	
50252	Cor Draconis	To kryszta³owe smocze serce skrywa w sobie duszê, Smoczy Kamieñ.	
50253	Pude³ko Ucznia	Pude³ko to zawiera losow¹ ksiêgê do szkolenia umiejêtnoœci wspomagaj¹cych|postaæ.	Mo¿e zawieraæ tak¿e Zwój Egzorcyzmu lub Radê Pustelnika.
50254	Skrzynia Mroku	Ta ciê¿ka skrzynia ukrywa uznane za zaginione bogactwa Mrocznego Narodu.	
50255	Cor Draconis (surowe)	To kryszta³owe smocze serce skrywa w sobie duszê, Smoczy Kamieñ.	
50256	Cor Draconis (szlif.)	To kryszta³owe smocze serce skrywa w sobie duszê, Smoczy Kamieñ.	
50257	Cor Draconis (rzadkie)	To kryszta³owe smocze serce skrywa w sobie duszê, Smoczy Kamieñ.	
50258	Cor Draconis (antyczne)	To kryszta³owe smocze serce skrywa w sobie duszê, Smoczy Kamieñ.	
50259	Cor Draconis (legend.)	To kryszta³owe smocze serce skrywa w sobie duszê, Smoczy Kamieñ.	
50260	Cor Draconis (surowe)	To kryszta³owe smocze serce skrywa w sobie duszê, Smoczy Kamieñ.	
50300	Ksiêga Umiejêtnoœci	Przy jej pomocy mo¿esz zwiêkszyæ poziom Mistrzowski danej umiejêtnoœci.	
50301	Sztuka Wojny Sun Zi	Jedna z trzech Ksi¹g Strategii Wojennych. Pomyœlne przeczytanie pozwoli na rozwiniêcie umiejêtnoœci Przywództwo. Po przeczytaniu Ksiêga znika.	
50302	Sztuka Wojny Wu Zi	Jedna z trzech Ksi¹g Strategii Wojennych. Pomyœlne przeczytanie pozwala na rozwiniêcie umiejêtnoœci Przywództwo. Po przeczytaniu Ksiêga znika.	
50303	WeiLiao Zi	Jedna z trzech Ksi¹g Strategii Wojennych. Pomyœlne przeczytanie pozwala na rozwiniêcie umiejêtnoœci Przywództwo. Po przeczytaniu Ksiêga znika.	
50304	Sztuka Combo	Ksiêga taktyczna. | S³u¿y do nauki kombinacji. | Znika po przeczytaniu.	
50305	Zaaw. Sztuka Combo	Zaawansowana ksiêga taktyczna. | S³u¿y do nauki kombinacji. | Znika po przeczytaniu.	
50306	Mistrz. Sztuka Combo	Mistrzowska ksiêga taktyczna. | S³u¿y do nauki kombinacji. | Znika po przeczytaniu.	
50307	Ksiêga Misji (£atwa)	Po u¿yciu otrzymasz jedn¹ dodatkow¹ misjê - ³atw¹.	
50308	Ksiêga Misji (Normalna)	Po u¿yciu otrzymasz jedn¹ dodatkow¹ misjê - normaln¹.	
50309	Ksiêga Misji (Trudna)	Po u¿yciu otrzymasz jedn¹ dodatkow¹ misjê - trudn¹.	
50310	Ksiêga Misji (ekspert)	Po u¿yciu otrzymasz jedn¹ dodatkow¹ misjê - dla ekspertów.	
50311	Jêzyk Shinsoo	Podrêcznik ten umo¿liwia naukê jêzyka Shinsoo. Zaraz po osi¹gniêciu poziomu Mistrza, bêdziesz go rozumia³.	
50312	Jêzyk Chunjo	Podrêcznik ten umo¿liwia naukê jêzyka Chunjo. Zaraz po osi¹gniêciu poziomu Mistrza, bêdziesz go rozumia³.	
50313	Jêzyk Jinno	Podrêcznik ten umo¿liwia naukê jêzyka Jinno. Zaraz po osi¹gniêciu poziomu Mistrza, bêdziesz go rozumia³.	
50314	Ksiêga Polimorfii	Pomyœlne przeczytanie tej Ksiêgi pozwala na rozwiniêcie umiejêtnoœci Polimorfia. Po przeczytaniu Ksi¹¿ka znika.	
50315	Zaaw. Ks. Polimorfii	Pomyœlne przeczytanie tej Ksiêgi pozwala na rozwiniêcie umiejêtnoœci Polimorfia. Po przeczytaniu Ksi¹¿ka znika.	
50316	Mistrz. Ks. Polimorfii	Pomyœlne przeczytanie tej Ksiêgi pozwala na rozwiniêcie umiejêtnoœci Polimorfia. Po przeczytaniu Ksi¹¿ka znika.	
50401	Trzystr. Ciêcie	U¿yj, aby opanowaæ umiejêtnoœæ|Trzystronne Ciêcie.	Znika po przeczytaniu.
50402	Wir Miecza	U¿yj, aby opanowaæ umiejêtnoœæ|Wir Miecza.	Znika po przeczytaniu.
50403	Berserk	U¿yj, aby opanowaæ umiejêtnoœæ|Berserk.	Znika po przeczytaniu.
50404	Aura Miecza	U¿yj, aby opanowaæ umiejêtnoœæ|Aura Miecza.	Znika po przeczytaniu.
50405	Szar¿a	U¿yj, aby opanowaæ umiejêtnoœæ|Szar¿a.	Znika po przeczytaniu.
50416	Duchowe Uderzenie	U¿yj, aby opanowaæ umiejêtnoœæ|Duchowe Uderzenie.	Znika po przeczytaniu.
50417	Walniêcie	U¿yj, aby opanowaæ umiejêtnoœæ|Walniêcie.	Znika po przeczytaniu.
50418	T¹pniêcie	U¿yj, aby opanowaæ umiejêtnoœæ|T¹pniêcie.	Znika po przeczytaniu.
50419	Silne Cia³o	U¿yj, aby opanowaæ umiejêtnoœæ|Silne Cia³o.	Znika po przeczytaniu.
50420	Uderzenie Miecza	U¿yj, aby opanowaæ umiejêtnoœæ|Uderzenie Miecza.	Znika po przeczytaniu.
50431	Zasadzka	U¿yj aby opanowaæ umiejêtnoœæ|Zasadzka.	Znika po przeczytaniu.
50432	Szybki Atak	U¿yj, aby opanowaæ umiejêtnoœæ|Szybki Atak.	Znika po przeczytaniu.
50433	Wiruj¹cy Sztylet	U¿yj, aby opanowaæ umiejêtnoœæ|Wiruj¹cy Sztylet.	Znika po przeczytaniu.
50434	Krycie Siê	U¿yj, aby opanowaæ umiejêtnoœæ|Krycie Siê.	Znika po przeczytaniu.
50435	Truj¹ca Chmura	U¿yj, aby opanowaæ umiejêtnoœæ|Truj¹ca Chmura.	Znika po przeczytaniu.
50446	Powtarz. Strza³	U¿yj, aby opanowaæ umiejêtnoœæ|Powtarzalny Strza³.	Znika po przeczytaniu.
50447	Deszcz Strza³	U¿yj, aby opanowaæ umiejêtnoœæ|Deszcz Strza³.	Znika po przeczytaniu.
50448	Ognista Strza³a	U¿yj, aby opanowaæ umiejêtnoœæ|Ognista Strza³a.	Znika po przeczytaniu.
50449	Bezszelest. Chód	U¿yj, aby opanowaæ umiejêtnoœæ|Bezszelestny Chód.	Znika po przeczytaniu.
50450	Truj¹ca Strza³a	U¿yj, aby opanowaæ umiejêtnoœæ|Truj¹ca Strza³a.	Znika po przeczytaniu.
50461	Uderzenie Palcem	U¿yj, aby opanowaæ umiejêtnoœæ|Uderzenie Palcem.	Znika po przeczytaniu.
50462	Smoczy Wir	U¿yj, aby opanowaæ umiejêtnoœæ|Smoczy Wir.	Znika po przeczytaniu.
50463	Czarowne Ostrze	U¿yj, aby opanowaæ umiejêtnoœæ|Czarowane Ostrze.	Znika po przeczytaniu.
50464	Strach	U¿yj, aby opanowaæ umiejêtnoœæ|Strach.	Znika po przeczytaniu.
50465	Czarowana Zbroja	U¿yj, aby opanowaæ umiejêtnoœæ|Czarowana Zbroja.	Znika po przeczytaniu.
50466	Rozprosz. Magii	U¿yj, aby opanowaæ umiejêtnoœæ|Rozproszenie Magii.	Znika po przeczytaniu.
50476	Mrocz. Uderzenie	U¿yj, aby opanowaæ umiejêtnoœæ|Mroczne Uderzenie.	Znika po przeczytaniu.
50477	Ognist. Uderzenie	U¿yj, aby opanowaæ umiejêtnoœæ|Ogniste Uderzenie.	Znika po przeczytaniu.
50478	Ognisty Duch	U¿yj, aby opanowaæ umiejêtnoœæ|Ognisty Duch.	Znika po przeczytaniu.
50479	Mroczna Ochrona	U¿yj, aby opanowaæ umiejêtnoœæ|Mroczna Ochrona.	Znika po przeczytaniu.
50480	Duchowy Cios	U¿yj, aby opanowaæ umiejêtnoœæ|Duchowy Cios.	Znika po przeczytaniu.
50481	Mroczna Sfera	U¿yj, aby opanowaæ umiejêtnoœæ|Mroczna Sfera.	Znika po przeczytaniu.
50491	Lataj¹cy Talizman	U¿yj, aby opanowaæ umiejêtnoœæ|Lataj¹cy Talizman.	Znika po przeczytaniu.
50492	Strzelaj¹cy Smok	U¿yj, aby opanowaæ umiejêtnoœæ|Strzelaj¹cy Smok.	Znika po przeczytaniu.
50493	Smoczy Skowyt	U¿yj, aby opanowaæ umiejêtnoœæ|Smoczy Skowyt.	Znika po przeczytaniu.
50494	B³ogos³awieñstwo	U¿yj, aby opanowaæ umiejêtnoœæ|B³ogos³awieñstwo.	Znika po przeczytaniu.
50495	Odbicie	U¿yj, aby opanowaæ umiejêtnoœæ|Odbicie.	Znika po przeczytaniu.
50496	Pomoc Smoka	U¿yj, aby opanowaæ umiejêtnoœæ|Pomoc Smoka.	Znika po przeczytaniu.
50506	B³yskawiczny Rzut	U¿yj, aby opanowaæ umiejêtnoœæ|B³yskawiczny Rzut.	Znika po przeczytaniu.
50507	Przywo³. B³ysk.	U¿yj, aby opanowaæ umiejêtnoœæ|Przywo³anie B³yskawicy.	Znika po przeczytaniu.
50508	Burzowy Szpon	U¿yj, aby opanowaæ umiejêtnoœæ|Burzowy Szpon.	Znika po przeczytaniu.
50509	Leczenie	U¿yj, aby opanowaæ umiejêtnoœæ|Leczenie.	Znika po przeczytaniu.
50510	Zwinnoœæ	U¿yj, aby opanowaæ umiejêtnoœæ|Zwinnoœæ.	Znika po przeczytaniu.
50511	Podwy¿. Ataku	U¿yj, aby opanowaæ umiejêtnoœæ|Podwy¿szenie Ataku.	Znika po przeczytaniu.
50512	Rubinowy Diament	Tajemniczy kamieñ nasycony energi¹. Podobno posiada niewyobra¿aln¹ moc, która wspomaga w walce.	Podnosi poziom wybranej umiejêtnoœci do poziomu Perfekcyjnego Mistrza.
50513	Kamieñ Duchowy	Legendarny kamieñ u¿ywany do treningu wewnêtrznego.	
50526	Duchowy Diament	Legendarny kamieñ u¿ywany do treningu wewnêtrznego. Nie nadaje ¿adnych ograniczeñ czasowych.	
50600	Przewodnik Do Górnictwa	U¿ywany do zwiêkszenia zdolnoœci górnictwa.| Znika po przeczytaniu.	
50601	Diamentowy Kamieñ	Mo¿e byæ uszlachetniony do Diamentu u¿ywaj¹c pieca gildii.	
50602	Kawa³ek Bursztynu	Mo¿e byæ uszlachetniony do Bursztynu u¿ywaj¹c pieca gildii bursztynu.	
50603	Skamienia³y Pieñ	Mo¿e byæ uszlachetniony do Skamienia³ego Drewna u¿ywaj¹c pieca gildii.	
50604	Ruda Miedzi	Mo¿e byæ uszlachetniona do Miedzi u¿ywaj¹c pieca gildii.	
50605	Ruda Srebra	Mo¿e byæ uszlachetniona do Srebra u¿ywaj¹c pieca gildii.	
50606	Ruda Z³ota	Mo¿e byæ uszlachetniona do Z³ota u¿ywaj¹c pieca gildii.	
50607	Ruda Jadeitu	Mo¿e byæ uszlachetniona do Jadeitu u¿ywaj¹c pieca gildii.	
50608	Ruda Ebonitu	Mo¿e byæ uszlachetniona do Ebonitu u¿ywaj¹c pieca gildii.	
50609	Kawa³ek Per³y	Mo¿e byæ uszlachetniony do Per³y u¿ywaj¹c pieca gildii.	
50610	Ruda Bia³. Z³ota	Mo¿e byæ uszlachetniona do Bia³ego Z³ota u¿ywaj¹c pieca gildii.	
50611	Ruda Kryszta³u	Mo¿e byæ uszlachetniona do Kryszta³u u¿ywaj¹c pieca gildii.	
50612	Ruda Ametystu	Mo¿e byæ uszlachetniona do Ametystu u¿ywaj¹c pieca gildii.	
50613	Ruda Niebiañ. £ez	Mo¿e byæ uszlachetniona do Niebiañskich £ez u¿ywaj¹c pieca gildii.	
50614	Dusza Rudy Kryszta³u	U¿ywaj¹c pieca gildii mo¿na wyprodukowaæ z tej rudy Duszê Kryszta³u.	
50615	Ruda Rubinu	U¿ywaj¹c pieca gildii mo¿na wyprodukowaæ z tej rudy Rubin.	
50616	Ruda Granatu	U¿ywaj¹c pieca gildii mo¿na wyprodukowaæ z tej rudy Granat.	
50617	Ruda Szmaragdu	U¿ywaj¹c pieca gildii mo¿na wyprodukowaæ z tej rudy Szmaragd.	
50618	Ruda Szafiru	U¿ywaj¹c pieca gildii mo¿na wyprodukowaæ z tej rudy Szafir.	
50621	Diament	Najtwardszy klejnot - dodaje kieszeñ w przedmiotach ekwipunku.	
50622	Bursztyn	£adny bursztyn.| Mo¿e byæ przymocowany do akcesoriów.	
50623	Skamienia³e Drewno	Cenne drewno. | Mo¿e byæ przymocowane do drewnianych akcesoriów.	
50624	MiedŸ	Czasem u¿ywana do wyrobu br¹zu i monet. | Mo¿e byæ przymocowana do miedzianych akcesoriów.	
50625	Srebro	Œwiec¹cy metal do robienia bi¿uterii. | Mo¿e byæ przymocowane do srebrnych akcesoriów.	
50626	Z³oto	Z³oty metal do wyrobu bi¿uterii. | Mo¿e byæ przymocowane do z³otych akcesoriów.	
50627	Jadeit	Jeden z cennych materia³ów. | Mo¿e byæ przymocowany do jadeitowych akcesoriów.	
50628	Ebonit	Najl¿ejsze i najbardziej wytrzyma³e drewno.| Mo¿e byæ przymocowane do ebonitowych akcesoriów.	
50629	Per³a	U¿ywana do robienia bi¿uterii.| Mo¿e byæ przymocowana do per³owych akcesoriów.	
50630	Bia³e Z³oto	Z³oto bardziej kolorem przypominaj¹ce srebro.| Mo¿e byæ przymocowane do akcesoriów z bia³ego z³ota.	
50631	Kryszta³	Równie¿ nazywany kwarcem albo skamienia³ym kryszta³em.| Mo¿e byæ przymocowany do akcesoriów z kryszta³u.	
50632	Ametyst	Fioletowy kwarc. | Mo¿e byæ przymocowany do ametystowych akcesoriów.	
50633	Niebiañskie £zy	Skrystalizowany deszcz niebios. Niebiañskie £zy mog¹ byæ przymocowane do akcesoriów z Niebiañskich £ez.	
50634	Kryszta³ Duszy	Kryszta³ taki czysty jak niewinna dusza. Mo¿na go u¿yæ do produkcji ozdób.	
50635	Rubin	Z tego czerwonego klejnotu mo¿na wyrobiæ cenn¹ ozdobê.	
50636	Granat	Z tego pomarañczowego klejnotu mo¿na wyrobiæ cenn¹ ozdobê.	
50637	Szmaragd	Z tego zielonego klejnotu mo¿na wyrobiæ cenn¹ ozdobê.	
50638	Szafir	Z tego niebieskiego klejnotu mo¿na wyrobiæ cenn¹ ozdobê.	
50701	Kwiat Brzoskwini	W przesz³oœci, kwiaty brzoskwini wykorzystywane by³y jako g³ówny sk³adnik kremów.	Badania
50702	Pokrzywa	Ten kwiat jest dostêpny prawie na ca³ym œwiecie. Panuje opinia, ¿e to najlepszy lek na przeziêbienie i kaszel.	Badania
50703	Kwiat Kaki	Plotki g³osz¹, ¿e kobieta maj¹ca ten kwiat na szyi zajdzie w ci¹¿ê.	Badania
50704	Korzeñ Gango	Korzenie Gango zwiêkszaj¹ odpornoœæ organizmu. Dodatkowo, wzmacniaj¹ system immunologiczny.	Badania
50705	Bez	Ta roœlina polepsza pamiêæ i zwiêksza zdolnoœæ do koncentracji.	Badania
50706	Grzyb Tue	Ten grzyb raczej nie jest u¿ywany w medycynie. Pomaga przy problemach z bezsennoœci¹.	Badania
50707	Ró¿a Alpejska	Ta roœlina wzmacnia system nerwowy.	Badania
50708	Morwa	Morwa dodaje si³y. Inne zastosowania lecznicze nie s¹ znane.	Badania
50709	Mniszek Lekarski	Mniszek Lekarski pomaga przy problemach z gard³em. Jest bardzo smaczny.	Badania
50710	Oset	Ta roœlina wzmacnia koœci.	Badania
50711	Daktyl	Ta roœlina jest bardzo smaczna. Dodatkowo pobudza ca³¹ duszê.	Badania
50712	Roœlina Sam-Zi	Roœlina, któr¹ bardzo trudno znaleŸæ. Je¿eli zostanie odpowiednio przygotowana, to ma niesamowite w³aœciwoœci.	Badania
50721	Kwiat Brzoskwini	W przesz³oœci, kwiaty brzoskwini wykorzystywane by³y jako g³ówny sk³adnik kremów.	Wytwarzanie mikstur
50722	Pokrzywa	Ten kwiat jest dostêpny prawie na ca³ym œwiecie. Panuje opinia, ¿e to najlepszy lek na przeziêbienie i kaszel.	Wytwarzanie mikstur
50723	Kwiat Kaki	Plotki g³osz¹, ¿e kobieta maj¹ca ten kwiat na szyi zajdzie w ci¹¿ê.	Wytwarzanie mikstur
50724	Korzeñ Gango	Korzenie Gango zwiêkszaj¹ odpornoœæ organizmu. Dodatkowo, wzmacniaj¹ system immunologiczny.	Wytwarzanie mikstur
50725	Bez	Ta roœlina polepsza pamiêæ i zwiêksza zdolnoœæ do koncentracji.	Wytwarzanie mikstur
50726	Grzyb Tue	Ten grzyb raczej nie jest u¿ywany w medycynie. Pomaga przy problemach z bezsennoœci¹.	Wytwarzanie mikstur
50727	Ró¿a Alpejska	Ta roœlina wzmacnia system nerwowy.	Wytwarzanie mikstur
50728	Morwa	Morwa dodaje si³y. Inne zastosowania lecznicze nie s¹ znane.	Wytwarzanie mikstur
50729	Mniszek Lekarski	Mniszek Lekarski pomaga przy problemach z gard³em. Jest bardzo smaczny.	Wytwarzanie mikstur
50730	Oset	Ta roœlina wzmacnia koœci.	Wytwarzanie mikstur
50731	Daktyl	Ta roœlina jest bardzo smaczna. Dodatkowo pobudza ca³¹ duszê.	Wytwarzanie mikstur
50732	Roœlina Sam-Zi	Roœlina, któr¹ bardzo trudno znaleŸæ. Je¿eli zostanie odpowiednio przygotowana, to ma niesamowite w³aœciwoœci.	Wytwarzanie mikstur
50801	Sok z Kwiatu Brzoskwini	Ta mikstura zrobiona jest z Kwiatów Brzoskwini. Sprawia, ¿e czujesz siê zdrowo.	
50802	Sok Z Pokrzywy	Mikstura zrobiona z Pokrzywy. Zwiêksza twoj¹ Si³ê o 5 punktów na 3 minuty.	
50803	Sok Z Kwiatu Kaki	Ta mikstura zrobiona jest z Kwiatów Kaki. Zwiêksza zdolnoœæ do koncentracji.	
50804	Sok Z Korzenia Gango	Ta mikstura zrobiona jest z Korzeni Gango. Pomaga przy gojeniu siê mniejszych ran.	
50805	Sok Z Bzu	Ta mikstura zrobiona jest z Kwiatów Bzu.	
50806	Sok Z Grzyba Tue	Ta mikstura zrobiona jest z Grzybów Tue.	
50807	Sok Z Ró¿y Alpejskiej	Ta mikstura zrobiona jest z kwiatów Ró¿y Alpejskiej.	
50808	Sok Z Morwy	Ta mikstura zrobiona jest z Morwy.	
50809	Sok Z Mniszka Alpejsk.	Ta mikstura zrobiona jest z Mniszka Alpejskiego.	
50810	Sok Z Ostu	Ta mikstura zrobiona jest z Ostu.	
50811	Sok Z Daktyla	Ta mikstura zrobiona jest z Daktyli.	
50812	Sok Z Roœliny Sam-Zi	Ta mikstura zrobiona jest z Roœliny Sam-Zi.	
50813	Woda Sim	Mikstura sporz¹dzona z Soku Z Kwiatu Brzoskwini i Bzu. Zwiêksza szansê na zadanie Przeszywaj¹cego Ciosu o 10% na 3 minuty.	
50814	Woda Dok	Mikstura sporz¹dzona z Soku Z Pokrzywy i Bzu. Zwiêksza szansê na zadanie krytycznego ciosu o 10% na 3 minuty.	
50815	Woda Bo	Ta mikstura sporz¹dzona jest z Soku Z Kwiatów Kaki i Grzyba Tue. Wzmacnia twój umys³.	
50816	Woda Young	Ta mikstura sporz¹dzona jest z Soku Z Korzeni Gango i Grzyba Tue. Wzmacnia twoje cia³o.	
50817	Woda Zin	Mikstura sporz¹dzona z Wody Sim i Ró¿y Alpejskiej. Zwiêksza twoj¹ Wartoœæ Ataku o 50 punktów na 3 minuty.	
50818	Woda SamBo	Mikstura sporz¹dzona z Wody Dok i Ró¿y Alpejskiej. Zwiêksza twoj¹ Obronê o 70 punktów na 3 minuty.	
50819	Woda Mong	Mikstura sporz¹dzona z Wody Bo i Morwy. Zwiêksza twoj¹ Obronê Magiczn¹ o 10% na 3 minuty.	
50820	Woda Hwal	Mikstura sporz¹dzona z Wody Young i Morwy. Zwiêksza Szybkoœæ Ataku o 3 punkty na 3 minuty.	
50901	Pusta Butelka	Niezbêdna do wytwarzania mikstur.	
50902	Przepis Dla Pocz¹tkuj¹c.	Przepis, który mo¿e zostaæ wykorzystany nawet przez pocz¹tkuj¹cych.	
50903	Przepis	Przepis, który mo¿e zostaæ wykorzystany tylko przez doœwiadczonych graczy.	
50904	Przepis Dla Profesjonal.	Przepis, którym mog¹ siê pos³u¿yæ tylko profesjonaliœci.	
50905	Przepis Na Wodê Sim	Opisuje jak wytworzyæ Wodê z Soku z Kwiatu Brzoskwini i Bzu.	
50906	Przepis Na Wodê Dok	Opisuje jak wytworzyæ Wodê z Soku z Pokrzywy i Bzu.	
50907	Przepis Na Wodê Bo	Opisuje jak wytworzyæ Wodê z Soku Z Kwiatów Kaki i Grzyba Tue.	
50908	Przepis Na Wodê Young	Opisuje jak wytworzyæ Wodê z Soku Z Korzenia Gango i Grzyba Tue.	
50909	Przepis Na Wodê Zin	Opisuje jak wytworzyæ Wodê z Soku Z Kwiatów Brzoskwini, Bzu i Ró¿y Alpejskiej.	
50910	Przepis Na Wodê Hwal	Opisuje jak wytworzyæ Wodê z Soku Z Korzenia Gango, Grzyba Tue i Morwy.	
51001	Od³amek Energii	Od³amek kryszta³u energii - z 30 sztuk mo¿na stworzyæ kryszta³ energii.	
51002	Kryszta³ Energii	Kryszta³ ten zwiêksza twoje bonusy na dwie godziny.	
51501	Cor Draconis (surowe)	Kryszta³owe smocze serce zawiera losowy Smoczy Kamieñ klasy surowa.	
51502	Cor Draconis (surowe)	Kryszta³owe smocze serce zawiera losowy Smoczy Kamieñ klasy surowa.	
51503	Cor Draconis (zwyczajne)	Kryszta³owe smocze serce. Ranga: zwyczajna. Zawiera matowy Smoczy Kamieñ klasy surowa do szlifowana.	
51504	Cor Draconis (szlachetne)	Kryszta³owe smocze serce. Ranga: szlachetna. Zawiera matowy Smoczy Kamieñ klasy surowa do rzadka.	
51505	Cor Draconis (drogocenne)	Kryszta³owe smocze serce. Ranga: drogocenna. Zawiera matowy Smoczy Kamieñ klasy  surowa do antyczna.	
51506	Cor Draconis (mityczne)	Kryszta³owe smocze serce. Ranga: mityczna. Zawiera matowy Smoczy Kamieñ klasy szlifowana do legendarna.	
51507	Cor Draconis (szlifowane)	Kryszta³owe smocze serce zawiera losowy Smoczy Kamieñ klasy szlifowana.	
51508	Cor Draconis (rzadkie)	Kryszta³owe smocze serce zawiera losowy Smoczy Kamieñ klasy rzadka.	
51509	Cor Draconis (antyczne)	Kryszta³owe smocze serce zawiera losowy Smoczy Kamieñ klasy antyczna.	
51510	Cor Draconis (legendarne)	Kryszta³owe smocze serce zawiera losowy Smoczy Kamieñ klasy legendarna.	
51511	Cor Diamas	Bia³e Cor Draconis. Zawiera losowy Smoczy Diament.	
51512	Cor Rubinum	Czerwone Cor Draconis. Zawiera losowy Smoczy Rubin.	
51513	Cor Jadeit	Zielone Cor Draconis. Zawiera losowy Smoczy Jadeit.	
51514	Cor Saphirum	Niebieskie Cor Draconis. Zawiera losowy Smoczy Szafir.	
51515	Cor Granatum	Pomarañczowe Cor Draconis. Zawiera losowy Smoczy Granat.	
51516	Cor Atrum	Czarne Cor Draconis. Zawiera losowy Smoczy Onyks.	
51517	Cor Diamas (zwyczajne)	Bia³e Cor Draconis. Ranga: zwyczajna. Zawiera matowy Smoczy Diament klasy surowa do szlifowana.	
51518	Cor Rubinum (zwyczajne)	Czerwone Cor Draconis. Ranga: zwyczajna. Zawiera matowy Smoczy Rubin klasy surowa do szlifowana.	
